tag,name,keywords,checked,selected,url
423,"X. Mo, X. Chen, C. Zhong, R. Li, K. Li and U. Sajid, ""Dilated Continuous Random Field for Semantic Segmentation,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 5078-5084.","keywords: {Graphical models;Automation;Convolution;Affordances;Semantics;Pipelines;Probabilistic logic},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812064&isnumber=9811357
424,"S. Back et al., ""Unseen Object Amodal Instance Segmentation via Hierarchical Occlusion Modeling,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 5085-5092.","keywords: {Codes;Automation;Predictive models;Benchmark testing;Task analysis;Robots},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9811646&isnumber=9811357
425,"T. Vattem, G. Sebastian and L. Lukic, ""Rethinking LiDAR Object Detection in adverse weather conditions,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 5093-5099.","keywords: {Point cloud compression;Deep learning;Laser radar;Training data;Object detection;Detectors;Computer architecture},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812039&isnumber=9811357
426,"K. Liu, Y. Zhao, Z. Gao and B. M. Chen, ""WeakLabel3D-Net: A Complete Framework for Real-Scene LiDAR Point Clouds Weakly Supervised Multi-Tasks Understanding,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 5108-5115.","keywords: {Point cloud compression;Three-dimensional displays;Semantics;Merging;Object detection;Benchmark testing;Multitasking},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9811959&isnumber=9811357
427,"M. Ye et al., ""Multi-Class 3D Object Detection with Single-Class Supervision,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 5123-5130.","keywords: {Training;Solid modeling;Three-dimensional displays;Costs;Upper bound;Supervised learning;Object detection},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812282&isnumber=9811357
428,"P. Schutt, R. A. Rosu and S. Behnke, ""Abstract Flow for Temporal Semantic Segmentation on the Permutohedral Lattice,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 5139-5145.","keywords: {Point cloud compression;Image motion analysis;Computer vision;Laser radar;Navigation;Semantics;Urban areas},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9811818&isnumber=9811357
429,"H. Wang, Z. Zhou, X. Yang and X. Zhang, ""A Switchable Rigid-Continuum Robot Arm: Design and Testing,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 5162-5169.","keywords: {Adaptation models;Robot kinematics;Motion segmentation;Switches;Kinematics;Arms;Manipulators},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812074&isnumber=9811357
430,"L. Deng et al., ""Sen-Glove: A Lightweight Wearable Glove for Hand Assistance with Soft Joint Sensing,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 5170-5175.","keywords: {Training;Force;Thumb;Grasping;Bending;Robot sensing systems;Capacitive sensors},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812412&isnumber=9811357
431,"M. Sharifzadeh, Y. Jiang, A. S. Lafmejani and D. M. Aukes, ""Compensating for Material Deformation in Foldable Robots via Deep Learning ― A Case Study,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 5184-5190.","keywords: {Deformable models;Deep learning;Loading;Robot sensing systems;Trajectory;Laminates;Task analysis},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9811752&isnumber=9811357
432,"Z. Zheng et al., ""Scalable Simulation and Demonstration of Jumping Piezoelectric 2-D Soft Robots,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 5199-5204.","keywords: {Robot motion;Actuators;Analytical models;Shape;Dynamics;Soft robotics;Predictive models},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9811927&isnumber=9811357
433,"J. M. Bern, F. Zargarbashi, A. Zhang, J. Hughes and D. Rus, ""Simulation and Fabrication of Soft Robots with Embedded Skeletons,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 5205-5211.","keywords: {Fabrication;Biological system modeling;Pipelines;Force;Biological systems;Soft robotics;Muscles},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9811844&isnumber=9811357
434,"P. Oikonomou, A. Dometios, M. Khamassi and C. S. Tzafestas, ""Reproduction of Human Demonstrations with a Soft-Robotic Arm based on a Library of Learned Probabilistic Movement Primitives,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 5212-5218.","keywords: {Learning systems;Computational modeling;Knowledge based systems;Kinematics;Computer architecture;Probabilistic logic;Manipulators},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9811627&isnumber=9811357
435,"A. Dahlin and Y. Karayiannidis, ""Trajectory Scaling for Reactive Motion Planning,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 5242-5248.","keywords: {Robot motion;Automation;Kinematics;Trajectory;Planning;Dynamical systems;Robots},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9811657&isnumber=9811357
436,"S. Singh, J. -J. Slotine and V. Sindhwani, ""Optimizing Trajectories with Closed-Loop Dynamic SQP,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 5249-5254.","keywords: {Jacobian matrices;Heuristic algorithms;Dynamic programming;Robots;Programming;Perturbation methods;Trajectory optimization},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9811562&isnumber=9811357
437,"J. Ichnowski, Y. Avigal, Y. Liu and K. Goldberg, ""GOMP-FIT: Grasp-Optimized Motion Planning for Fast Inertial Transport,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 5255-5261.","keywords: {Automation;Torque;Containers;End effectors;Trajectory;Planning;Reliability},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812387&isnumber=9811357
438,"A. S. Sathya, W. Decre, G. Pipeleers and J. Swevers, ""A Simple Formulation for Fast Prioritized Optimal Control of Robots using Weighted Exact Penalty Functions,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 5262-5269.","keywords: {Costs;Automation;Computational modeling;Robot control;Optimal control;Manipulators;Real-time systems},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812224&isnumber=9811357
439,"W. Chen and L. Liu, ""Informative Planning in the Presence of Outliers,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 5311-5318.","keywords: {Monte Carlo methods;Detectors;Gaussian processes;Robot sensing systems;Search problems;Probabilistic logic;Planning},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812267&isnumber=9811357
440,"B. Lim, L. Grillotti, L. Bernasconi and A. Cully, ""Dynamics-Aware Quality-Diversity for Efficient Learning of Skill Repertoires,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 5360-5366.","keywords: {Codes;Automation;Navigation;Heuristic algorithms;Task analysis;Robots;Videos},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9811559&isnumber=9811357
441,"H. Ichiwara, H. Ito, K. Yamamoto, H. Mori and T. Ogata, ""Contact-Rich Manipulation of a Flexible Object based on Deep Predictive Learning using Vision and Tactility,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 5375-5381.","keywords: {Robot control;Predictive models;Feature extraction;Manipulators;Fabrics;Real-time systems;Convolutional neural networks},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9811940&isnumber=9811357
442,"F. Wirth, J. Wadephul, A. Scheid, C. Fernandez-Lopez and C. Stiller, ""Model-based State Estimation of Two-Wheelers,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 5382-5388.","keywords: {Uncertainty;Automation;Roads;Motorcycles;State estimation;Standards;state estimation;roll angle;two-wheeler;bicycle;tracking},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9811758&isnumber=9811357
443,"F. Bas, A. A. Meera, D. Benders and M. Wisse, ""Free Energy Principle for State and Input Estimation of a Quadcopter Flying in Wind,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 5389-5395.","keywords: {Estimation error;Neuroscience;Filtering;Heuristic algorithms;Robot kinematics;Observers;Benchmark testing},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812415&isnumber=9811357
444,"H. Ito, H. Ichiwara, K. Yamamoto, H. Mori and T. Ogata, ""Integrated Learning of Robot Motion and Sentences: Real-Time Prediction of Grasping Motion and Attention based on Language Instructions,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 5404-5410.","keywords: {Robot motion;Training;Visualization;Costs;Focusing;Lighting;Grasping},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9811815&isnumber=9811357
445,"H. Lee, A. Eizad, J. Lee and J. Yoon, ""Development and Evaluation of a Gait Assistance System Based on Haptic Cane and Active Knee Orthosis,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 5419-5425.","keywords: {Knee;Legged locomotion;Training;Torque;Stroke (medical condition);Regulation;Stability analysis},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812307&isnumber=9811357
446,"V. Chambers and P. Artemiadis, ""Repeated Robot-Assisted Unilateral Stiffness Perturbations Result in Significant Aftereffects Relevant to Post-Stroke Gait Rehabilitation,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 5426-5433.","keywords: {Legged locomotion;Protocols;Perturbation methods;Robot kinematics;Medical treatment;Stroke (medical condition);Nervous system},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812323&isnumber=9811357
447,"C. Tamantini et al., ""Patient-tailored Adaptive Control for Robot-aided Orthopaedic Rehabilitation,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 5434-5440.","keywords: {Automation;Tracking;Medical treatment;Human-robot interaction;End effectors;Trajectory;Task analysis;Rehabilitation Robotics;Human-Centered Robotics;Physical Human-Robot Interaction},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9811791&isnumber=9811357
448,"S. S. Pour Aji Bishe, L. Liebelt, Y. Fang and Z. F. Lerner, ""A Low-Profile Hip Exoskeleton for Pathological Gait Assistance: Design and Pilot Testing,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 5461-5466.","keywords: {Legged locomotion;Pathology;Costs;Torque;Exoskeletons;Biology;Statistics},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812300&isnumber=9811357
449,"L. Guercini et al., ""An Over-Actuated Bionic Knee Prosthesis: Modeling, Design and Preliminary Experimental Characterization,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 5467-5473.","keywords: {Knee;Legged locomotion;Performance evaluation;Torque;Dynamics;Prototypes;Pressing;Bionics;Knee Prosthesis;Over Actuation;Robotic Design},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812197&isnumber=9811357
450,"K. Endo, N. Uchida, R. Morita and T. Tawara, ""Preliminary Investigation of Powered Knee Prosthesis with Small-Scale, Light-Weight, and Affordable Series-Elastic Actuator for Walking Rehabilitation of a Patient with Four-limb Deficiency,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 01-06.","keywords: {Legged locomotion;Knee;Performance evaluation;Actuators;Automation;Turning;Robot sensing systems;powered knee prosthesis;torque sensor;series elastic actuator;rehabilitation;four-limb deficiency},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9811780&isnumber=9811357
451,"B. Zhu, D. Zhang, Y. Chu and X. Zhao, ""A Novel Limbs-Free Variable Structure Wheelchair based on Face-Computer Interface (FCI) with Shared Control,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 5480-5486.","keywords: {Automation;Wheelchairs;Face recognition;Automata;Transforms;Fatigue;Control systems},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9811571&isnumber=9811357
452,"D. Schreiber et al., ""CRANE: a 10 Degree-of-Freedom, Tele-surgical System for Dexterous Manipulation within Imaging Bores,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 5487-5494.","keywords: {Cranes;Target tracking;Minimally invasive surgery;Trajectory tracking;Computed tomography;Systems architecture;Medical services},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9811732&isnumber=9811357
453,"C. Sun, D. -K. Kim and J. P. How, ""ROMAX: Certifiably Robust Deep Multiagent Reinforcement Learning via Convex Relaxation,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 5503-5510.","keywords: {Learning systems;Perturbation methods;Neural networks;Reinforcement learning;Minimization;Robustness;Behavioral sciences},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812321&isnumber=9811357
454,"S. Li, Y. Zhou, R. Allen and M. J. Kochenderfer, ""Learning Emergent Discrete Message Communication for Cooperative Reinforcement Learning,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 5511-5517.","keywords: {Measurement;Vocabulary;Protocols;Automation;Reinforcement learning;Bandwidth},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812285&isnumber=9811357
455,"Y. Cui et al., ""Learning Observation-Based Certifiable Safe Policy for Decentralized Multi-Robot Navigation,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 5518-5524.","keywords: {Training;Codes;Automation;Navigation;Reinforcement learning;Predictive models;Robot sensing systems},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9811950&isnumber=9811357
456,"E. Marchesini and A. Farinelli, ""Enhancing Deep Reinforcement Learning Approaches for Multi-Robot Navigation via Single-Robot Evolutionary Policy Search,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 5525-5531.","keywords: {Training;Automation;Additives;Navigation;Reinforcement learning;Evolutionary computation;Collision avoidance},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812341&isnumber=9811357
457,"X. Zhang, Y. Peng, W. Pan, X. Xu and H. Xie, ""Barrier Function-based Safe Reinforcement Learning for Formation Control of Mobile Robots,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 5532-5538.","keywords: {Regulators;Heuristic algorithms;Reinforcement learning;Prediction algorithms;Formation control;Safety;Mobile robots},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9811604&isnumber=9811357
458,"R. Guzman, R. Oliveira and F. Ramos, ""Bayesian Optimisation for Robust Model Predictive Control under Model Parameter Uncertainty,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 5539-5545.","keywords: {Adaptation models;Heuristic algorithms;Stochastic processes;Predictive models;Bayes methods;Task analysis;Optimization},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812406&isnumber=9811357
459,"Y. Yuan and A. R. Mahmood, ""Asynchronous Reinforcement Learning for Real-Time Control of Physical Robots,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 5546-5552.","keywords: {Visualization;Systematics;Costs;Reinforcement learning;Computer architecture;Robot sensing systems;Real-time systems},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9811771&isnumber=9811357
460,"G. Lee, M. Kim, M. Lee and B. -T. Zhang, ""From Scratch to Sketch: Deep Decoupled Hierarchical Reinforcement Learning for Robotic Sketching Agent,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 5553-5559.","keywords: {Motor drives;Automation;Reinforcement learning;Kinematics;Rendering (computer graphics);Manipulators;Robustness},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9811858&isnumber=9811357
461,"Y. Song and J. Schneider, ""Robust Reinforcement Learning via Genetic Curriculum,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 5560-5566.","keywords: {Training;Automation;Reinforcement learning;Genetics;Encoding;Robustness;Safety},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812420&isnumber=9811357
462,"H. -L. Hsu, Q. Huang and S. Ha, ""Improving Safety in Deep Reinforcement Learning using Unsupervised Action Planning,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 5567-5573.","keywords: {Training;Clustering algorithms;Reinforcement learning;Streaming media;Safety;Planning;Task analysis},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812181&isnumber=9811357
463,"P. Dellenbach, J. -E. Deschaud, B. Jacquet and F. Goulette, ""CT-ICP: Real-time Elastic LiDAR Odometry with Loop Closure,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 5580-5586.","keywords: {Location awareness;Laser radar;Simultaneous localization and mapping;Codes;Real-time systems;Robustness;Sensors},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9811849&isnumber=9811357
464,"X. Liu, Z. Li, M. Ishii, G. D. Hager, R. H. Taylor and M. Unberath, ""SAGE: SLAM with Appearance and Geometry Prior for Endoscopy,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 5587-5593.","keywords: {Geometry;Training;Simultaneous localization and mapping;Three-dimensional displays;Endoscopes;Pipelines;Surgery},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812257&isnumber=9811357
465,"H. Huang and S. -K. Yeung, ""360VO: Visual Odometry Using A Single 360 Camera,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 5594-5600.","keywords: {Location awareness;Adaptation models;Solid modeling;Three-dimensional displays;Automation;Art;Robot vision systems},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812203&isnumber=9811357
466,"S. Zhang, J. Zhang and D. Tao, ""Towards Scale Consistent Monocular Visual Odometry by Learning from the Virtual World,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 5601-5607.","keywords: {Training;Deep learning;Pipelines;Training data;Robustness;Real-time systems;Data models},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812347&isnumber=9811357
467,"K. J. Doherty, D. M. Rosen and J. J. Leonard, ""Performance Guarantees for Spectral Initialization in Rotation Averaging and Pose-Graph SLAM,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 5608-5614.","keywords: {Estimation error;Simultaneous localization and mapping;Perturbation methods;Measurement uncertainty;Optimization methods;Search problems;Computational efficiency},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9811788&isnumber=9811357
468,"D. Chen et al., ""VIP-SLAM: An Efficient Tightly-Coupled RGB-D Visual Inertial Planar SLAM,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 5615-5621.","keywords: {Bundle adjustment;Visualization;Simultaneous localization and mapping;Feature extraction;Sensor systems;Mobile handsets;Data models},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812354&isnumber=9811357
469,"K. Koide, M. Yokozuka, S. Oishi and A. Banno, ""Globally Consistent and Tightly Coupled 3D LiDAR Inertial Mapping,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 5622-5628.","keywords: {Couplings;Costs;Three-dimensional displays;Smoothing methods;Estimation;Minimization;Real-time systems},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812385&isnumber=9811357
470,"N. Camous, S. A. Widjaja, V. E. Liong and T. M. Bonanni, ""Deep Networks for Point Cloud Map Validation,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 5629-5635.","keywords: {Point cloud compression;Location awareness;Visualization;Three-dimensional displays;Simultaneous localization and mapping;Autonomous systems;Training data},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9811595&isnumber=9811357
471,"W. Zhen, H. Yu, Y. Hu and S. Scherer, ""Unified Representation of Geometric Primitives for Graph-SLAM Optimization Using Decomposed Quadrics,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 5636-5642.","keywords: {Simultaneous localization and mapping;Three-dimensional displays;Automation;Buildings;Robustness;Optimization;Ellipsoids},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812162&isnumber=9811357
472,"L. Liu, X. Cai, G. Li and T. H. Li, ""DKNAS: A Practical Deep Keypoint Extraction Framework Based on Neural Architecture Search,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 5643-5649.","keywords: {Measurement;Location awareness;Simultaneous localization and mapping;Automation;Computational modeling;Computer architecture;Network architecture},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812101&isnumber=9811357
473,"Z. Yang, A. B. Clark, D. Chappell and N. Rojas, ""Instinctive Real-time sEMG-based Control of Prosthetic Hand with Reduced Data Acquisition and Embedded Deep Learning Training,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 5666-5672.","keywords: {Training;Neural networks;Training data;Grasping;Muscles;Electromyography;Real-time systems},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9811741&isnumber=9811357
474,"R. J. Cortino, E. Bolívar-Nieto, T. K. Best and R. D. Gregg, ""Stair Ascent Phase-Variable Control of a Powered Knee-Ankle Prosthesis,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 5673-5678.","keywords: {Knee;Legged locomotion;Thigh;Kinematics;Stairs;Real-time systems;Trajectory},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9811578&isnumber=9811357
475,"E. Y. Chang, R. Mardini, A. I. W. McPherson, Y. Gloumakov and H. S. Stuart, ""Tenodesis Grasp Emulator: Kinematic Assessment of Wrist-Driven Orthotic Control,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 5679-5685.","keywords: {Wrist;Couplings;Automation;Control design;Grasping;Kinematics;Manuals},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812175&isnumber=9811357
476,"H. Xing, S. Kumar and H. Geyer, ""Comprehensive Swing Leg Motion Predictor for Steady and Transient Walking Conditions,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 5686-5692.","keywords: {Training;Legged locomotion;Robot kinematics;Neural networks;Network architecture;Real-time systems;Behavioral sciences},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9811835&isnumber=9811357
477,"L. Gerez, G. Gorjup, Y. Zhou and M. Liarokapis, ""A Hybrid, Soft Robotic Exoskeleton Glove with Inflatable, Telescopic Structures and a Shared Control Operation Scheme,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 5693-5699.","keywords: {Automation;Exoskeletons;Robot vision systems;Force;Grasping;Soft robotics;Cameras},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812426&isnumber=9811357
478,"R. M. Andrade, P. H. F. Ulhoa and C. B. S. Vimieiro, ""Designing a Highly Backdrivable and Kinematic Compatible Magneto-Rheological Knee Exoskeleton,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 5724-5730.","keywords: {Knee;Couplings;Actuators;Torque;Brushless motors;Exoskeletons;Kinematics;Lower limb exoskeletons;kinematic compatible;backdrivability;knee},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812308&isnumber=9811357
479,"S. A. Tafrishi, A. A. Ravankar, J. V. S. Luces and Y. Hirata, ""A Novel Assistive Controller Based on Differential Geometry for Users of the Differential-Drive Wheeled Mobile Robots,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 5755-5761.","keywords: {Geometry;Automation;Wheelchairs;Wheels;Kinematics;Trajectory;Safety},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9811593&isnumber=9811357
480,"A. Mane, D. Swart, J. White and C. Hubicki, ""Trajectory Optimization Formulation with Smooth Analytical Derivatives for Track-leg and Wheel-leg Ground Robots,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 5762-5768.","keywords: {Legged locomotion;Three-dimensional displays;Tracking;Wheels;Morphology;Planning;Nonlinear dynamical systems},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812199&isnumber=9811357
481,"M. C. Yildirim et al., ""Development of a Collaborative Wheeled Mobile Robot: Design Considerations, Drive Unit Torque Control, and Preliminary Result,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 5769-5775.","keywords: {Philosophical considerations;Mechatronics;Automation;Service robots;Navigation;Torque control;Human-robot interaction},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812006&isnumber=9811357
482,"N. Maray, A. Vemula and M. Likhachev, ""Improved Soft Duplicate Detection in Search-Based Motion Planning,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 5792-5798.","keywords: {Measurement;Three-dimensional displays;Automation;Navigation;Dynamics;Euclidean distance;Search problems},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812206&isnumber=9811357
483,"S. Deng, R. L. Hatton and N. J. Cowan, ""Enhancing Maneuverability via Gait Design,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 5799-5805.","keywords: {Costs;Automation;Modulation;Soft robotics;Approximation algorithms;Turning;Data models},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812061&isnumber=9811357
